Station Offset to Points Report,,,,
,,,,
Client:,Prepared by:,,,
Client,Preparer,,,
Client Company,Your Company Name,,,
Address 1,123 Main Street,,,
Date: 7/7/2024 10:32:13 AM,,,,
,,,,
,,,,
Alignment Name: en-d19,,,,
Description:,,,,
"Station Range: Start: 17+125.67, End: 23+797.40",,,,
,,,,
Point,Station,Offset,Elevation,Description
4381,22+100.05,-12.429m,"1,093.744m",
4382,22+100.13,-9.139m,"1,093.729m",
4383,22+099.97,-7.832m,"1,093.628m",
4384,22+099.97,-5.777m,"1,093.307m",
4385,22+100.13,-2.974m,"1,094.228m",
4386,22+100.16,0.252m,"1,094.978m",
4387,22+100.11,3.687m,"1,095.332m",
4388,22+100.15,9.302m,"1,096.003m",
4389,22+100.19,12.474m,"1,096.286m",
4390,22+100.18,15.304m,"1,095.772m",
4391,22+100.08,20.010m,"1,095.068m",
4392,22+120.38,27.031m,"1,094.552m",
4393,22+120.63,21.600m,"1,097.254m",
4394,22+120.02,17.555m,"1,097.148m",
4395,22+120.01,14.862m,"1,096.829m",
4396,22+120.01,8.762m,"1,096.183m",
4397,22+120.20,3.680m,"1,095.520m",
4398,22+119.89,0.042m,"1,094.981m",
4399,22+120.07,-2.172m,"1,094.502m",
4400,22+120.00,-6.162m,"1,093.485m",
4401,22+120.01,-8.914m,"1,093.979m",
4402,22+120.00,-12.410m,"1,094.010m",
4403,22+119.99,-15.558m,"1,094.000m",
4404,22+119.98,-7.389m,"1,093.779m",
4405,22+140.11,-15.664m,"1,094.308m",
4406,22+140.19,-12.263m,"1,094.328m",
4407,22+140.08,-8.963m,"1,094.311m",
4408,22+140.11,-7.829m,"1,094.226m",
4409,22+140.03,-4.667m,"1,093.877m",
4410,22+139.98,-1.780m,"1,094.495m",
4411,22+139.97,0.053m,"1,095.039m",
4412,22+139.94,2.871m,"1,095.587m",
4413,22+140.02,5.001m,"1,095.651m",
4414,22+140.00,9.022m,"1,096.054m",
4415,22+139.96,13.673m,"1,096.665m",
4416,22+140.08,15.104m,"1,096.798m",
4417,22+140.26,17.463m,"1,096.560m",
4418,22+140.41,22.640m,"1,094.204m",
4419,22+159.90,24.807m,"1,093.859m",
4420,22+160.11,19.255m,"1,094.014m",
4421,22+159.79,14.872m,"1,094.545m",
4422,22+160.04,12.631m,"1,095.693m",
4423,22+160.10,9.449m,"1,095.808m",
4424,22+160.01,6.470m,"1,095.546m",
4425,22+159.83,4.047m,"1,095.602m",
4426,22+160.16,-0.118m,"1,094.998m",
4427,22+160.01,-3.081m,"1,094.433m",
4428,22+160.00,-5.415m,"1,094.088m",
4429,22+159.95,-7.533m,"1,094.527m",
4430,22+160.03,-9.075m,"1,094.552m",
4431,22+160.03,-12.464m,"1,094.607m",
4432,22+160.05,-15.681m,"1,094.572m",
4433,22+180.05,-15.694m,"1,094.800m",
4434,22+180.03,-12.476m,"1,094.827m",
4435,22+179.97,-8.987m,"1,094.732m",
4436,22+180.03,-7.311m,"1,094.629m",
4437,22+179.89,-5.057m,"1,094.254m",
4438,22+180.03,-2.814m,"1,094.415m",
4439,22+180.02,0.016m,"1,094.910m",
4440,22+180.09,3.694m,"1,095.418m",
4441,22+180.02,6.181m,"1,095.197m",
4442,22+180.11,9.029m,"1,094.340m",
4443,22+180.03,12.680m,"1,094.060m",
4444,22+179.88,18.043m,"1,093.893m",
4445,22+200.33,-15.799m,"1,094.943m",
4446,22+200.08,-12.522m,"1,094.958m",
4447,22+200.09,-9.062m,"1,094.905m",
4448,22+200.06,-5.820m,"1,094.373m",
4449,22+200.08,0.182m,"1,094.518m",
4450,22+199.99,6.380m,"1,094.201m",
4451,22+200.05,15.158m,"1,093.729m",
4452,22+200.09,20.106m,"1,093.584m",
4453,22+200.58,21.456m,"1,093.284m",
4454,22+200.58,27.596m,"1,093.054m",
4455,22+220.12,-15.858m,"1,095.151m",
4456,22+220.02,-12.627m,"1,095.181m",
4457,22+220.17,-8.791m,"1,095.125m",
4458,22+220.03,-5.458m,"1,094.272m",
4459,22+220.01,-3.605m,"1,094.125m",
4460,22+219.98,-0.034m,"1,094.220m",
4461,22+220.08,4.697m,"1,093.908m",
4462,22+219.96,8.434m,"1,093.760m",
4463,22+219.98,13.987m,"1,093.390m",
4464,22+220.42,17.284m,"1,093.548m",
4465,22+220.41,20.114m,"1,093.029m",
4466,22+220.16,25.740m,"1,092.815m",
4467,22+239.81,26.323m,"1,092.605m",
4468,22+240.20,20.387m,"1,092.789m",
4469,22+239.96,14.913m,"1,092.981m",
4470,17+840.05,-3.582m,"1,115.768m",
4471,17+840.03,-5.495m,"1,115.822m",
4472,17+839.95,-7.912m,"1,116.121m",
4473,17+839.99,-11.864m,"1,117.222m",
4474,17+840.09,-14.888m,"1,117.983m",
4475,17+860.08,14.838m,"1,114.847m",
4476,17+860.28,10.701m,"1,115.988m",
4477,17+860.10,7.501m,"1,115.619m",
4478,17+860.06,4.103m,"1,115.673m",
4479,17+860.00,1.534m,"1,115.298m",
4480,17+859.96,0.083m,"1,115.512m",
4481,17+860.07,-2.179m,"1,115.677m",
4482,17+860.13,-4.837m,"1,115.824m",
4483,17+860.00,-7.028m,"1,116.390m",
4484,17+860.02,-9.804m,"1,117.208m",
4485,17+860.01,-11.697m,"1,117.690m",
4486,17+859.92,-14.770m,"1,118.083m",
4487,17+864.67,12.466m,"1,114.861m",
4488,17+864.83,9.168m,"1,115.052m",
4489,17+865.03,5.353m,"1,116.859m",
4490,17+865.30,2.424m,"1,115.748m",
4491,17+865.22,0.006m,"1,115.903m",
4492,17+865.20,-1.483m,"1,115.655m",
4493,17+865.43,-8.093m,"1,115.857m",
4494,17+865.35,-8.937m,"1,116.862m",
4495,17+865.44,-12.114m,"1,117.859m",
4496,17+865.39,-14.177m,"1,118.055m",
4497,17+865.21,-15.957m,"1,118.113m",
4498,17+870.43,15.422m,"1,114.888m",
4499,17+870.58,11.074m,"1,115.048m",
4500,17+870.83,8.492m,"1,115.460m",
4501,17+870.62,9.769m,"1,115.716m",
4502,17+870.99,7.208m,"1,115.334m",
4503,17+871.00,5.549m,"1,115.977m",
4504,17+871.00,3.712m,"1,115.334m",
4505,17+870.90,1.379m,"1,115.311m",
4506,17+870.81,0.011m,"1,115.352m",
4507,17+870.86,-2.691m,"1,115.542m",
4508,17+870.94,-5.869m,"1,115.659m",
4509,17+870.98,-8.486m,"1,115.745m",
4510,17+871.16,-11.253m,"1,116.435m",
4511,17+871.16,-11.522m,"1,117.944m",
4512,17+871.14,-11.826m,"1,118.000m",
4513,17+871.12,-12.046m,"1,117.997m",
4514,17+871.29,-14.613m,"1,118.057m",
4515,17+871.16,-16.190m,"1,118.140m",
4516,17+854.44,17.864m,"1,114.282m",
4517,17+854.36,16.349m,"1,114.519m",
4518,17+854.60,14.665m,"1,114.810m",
4519,17+854.68,13.232m,"1,115.169m",
4520,17+854.80,12.197m,"1,115.239m",
4521,17+854.96,10.332m,"1,115.963m",
4522,17+855.04,6.619m,"1,115.113m",
4523,17+855.11,4.239m,"1,115.269m",
4524,17+854.74,-0.053m,"1,115.620m",
4525,17+854.68,-2.342m,"1,115.734m",
4526,17+854.70,-5.344m,"1,116.090m",
4527,17+854.72,-8.065m,"1,116.663m",
4528,17+854.66,-10.301m,"1,117.245m",
4529,17+854.57,-13.041m,"1,117.984m",
4530,17+854.61,-16.151m,"1,118.134m",
4531,17+854.66,-17.421m,"1,118.154m",
4532,17+854.61,-20.711m,"1,118.190m",
4533,17+879.91,15.059m,"1,115.096m",
4534,17+879.93,12.733m,"1,115.179m",
4535,17+879.97,10.694m,"1,115.296m",
4536,17+880.06,8.803m,"1,115.401m",
4537,17+880.09,6.833m,"1,115.479m",
4538,17+880.07,3.866m,"1,115.542m",
4539,17+880.06,1.254m,"1,115.572m",
4540,17+880.00,0.116m,"1,115.586m",
4541,17+879.98,-1.708m,"1,115.888m",
4542,17+880.03,-4.002m,"1,116.206m",
4543,17+880.08,-6.435m,"1,116.559m",
4544,17+880.03,-7.475m,"1,116.776m",
4545,17+880.02,-9.366m,"1,117.301m",
4546,17+880.01,-13.596m,"1,117.961m",
4547,17+879.95,-14.979m,"1,118.018m",
4548,17+880.02,-15.655m,"1,118.045m",
4549,17+899.93,15.011m,"1,114.700m",
4550,17+900.00,11.009m,"1,114.822m",
4551,17+900.01,8.002m,"1,115.124m",
4552,17+899.99,5.208m,"1,115.274m",
4553,17+899.93,2.102m,"1,115.344m",
4554,17+900.03,0.242m,"1,115.339m",
4555,17+900.05,-1.631m,"1,115.284m",
4556,17+900.01,-4.907m,"1,115.464m",
4557,17+899.96,-6.660m,"1,115.615m",
4558,17+900.00,-8.373m,"1,116.046m",
4559,17+899.95,-10.653m,"1,117.408m",
4560,17+900.05,-13.963m,"1,118.030m",
4561,17+920.04,15.100m,"1,114.501m",
4562,17+920.05,12.169m,"1,114.727m",
4563,17+920.06,8.959m,"1,115.201m",
4564,17+919.96,7.673m,"1,115.155m",
4565,17+920.08,3.594m,"1,115.328m",
4566,17+919.96,2.028m,"1,115.270m",
4567,17+920.00,0.152m,"1,115.244m",
4568,17+920.01,-3.888m,"1,115.521m",
4569,17+920.00,-5.826m,"1,115.751m",
4570,17+920.05,-8.641m,"1,116.706m",
4571,17+920.04,-10.913m,"1,117.808m",
4572,17+920.05,-12.572m,"1,117.960m",
4573,17+919.93,-14.913m,"1,117.999m",
4574,17+940.05,14.936m,"1,114.457m",
4575,17+939.96,13.271m,"1,114.582m",
4576,17+940.01,9.494m,"1,114.978m",
4577,17+940.08,5.894m,"1,115.094m",
4578,17+939.94,3.528m,"1,115.046m",
4579,17+939.87,0.078m,"1,115.182m",
4580,17+939.97,-3.401m,"1,115.465m",
4581,17+940.03,-4.727m,"1,115.669m",
4582,17+939.97,-7.198m,"1,116.486m",
4583,17+940.00,-10.404m,"1,117.813m",
4584,17+940.01,-11.560m,"1,117.864m",
4585,17+939.98,-14.849m,"1,117.872m",
4586,17+959.97,15.062m,"1,114.378m",
4587,17+960.00,13.851m,"1,114.550m",
4588,17+960.10,11.103m,"1,114.758m",
4589,17+960.04,7.894m,"1,114.871m",
4590,17+959.99,5.956m,"1,114.856m",
4591,17+960.04,3.643m,"1,114.818m",
4592,17+960.02,0.107m,"1,115.180m",
4593,17+960.04,-2.375m,"1,115.392m",
4594,17+960.01,-4.530m,"1,115.748m",
4595,17+960.02,-7.346m,"1,116.843m",
4596,17+960.04,-9.440m,"1,117.661m",
4597,17+959.92,-10.779m,"1,117.715m",
4598,17+959.97,-13.976m,"1,117.727m",
4599,17+979.99,15.048m,"1,114.319m",
4600,17+980.02,14.279m,"1,114.474m",
4601,17+980.03,12.075m,"1,114.737m",
4602,17+979.99,8.927m,"1,114.789m",
4603,17+980.03,6.505m,"1,114.892m",
4604,17+980.04,4.301m,"1,114.877m",
4605,17+979.97,2.473m,"1,114.880m",
4606,17+979.99,0.160m,"1,115.005m",
4607,17+979.94,-1.886m,"1,115.188m",
4608,17+980.07,-3.582m,"1,115.396m",
4609,17+979.99,-6.403m,"1,116.387m",
4610,17+979.97,-8.831m,"1,117.497m",
4611,17+980.05,-10.090m,"1,117.582m",
4612,17+979.96,-13.353m,"1,117.638m",
4613,17+999.98,14.894m,"1,114.262m",
4614,18+000.02,12.307m,"1,114.692m",
4615,18+000.03,9.556m,"1,114.746m",
4616,17+999.96,8.074m,"1,114.702m",
4617,18+000.02,6.713m,"1,114.738m",
4618,17+999.96,4.782m,"1,114.833m",
4619,18+000.02,0.576m,"1,114.881m",
4620,18+000.02,0.119m,"1,114.889m",
4621,17+999.94,-1.258m,"1,115.020m",
4622,17+999.98,-3.908m,"1,115.526m",
4623,17+999.99,-7.825m,"1,117.238m",
4624,17+999.96,-9.491m,"1,117.413m",
4625,17+999.98,-12.951m,"1,117.444m",
4626,18+019.93,15.263m,"1,114.041m",
4627,18+020.12,14.129m,"1,114.140m",
4628,18+020.06,10.876m,"1,114.877m",
4629,18+020.07,6.807m,"1,114.418m",
4630,18+020.01,0.169m,"1,114.858m",
4631,18+020.10,-0.908m,"1,114.984m",
4632,18+019.98,4.364m,"1,114.484m",
4633,18+020.09,-3.182m,"1,115.293m",
4634,18+019.98,-6.396m,"1,116.558m",
4635,18+020.01,-9.165m,"1,117.186m",
4636,18+020.04,-12.453m,"1,117.242m",
4637,18+020.03,-14.879m,"1,117.249m",
4638,18+044.44,-16.775m,"1,117.090m",
4639,18+044.51,-15.991m,"1,117.009m",
4640,18+044.55,-12.570m,"1,116.979m",
4641,18+044.71,-9.139m,"1,116.971m",
4642,18+044.86,-8.093m,"1,117.070m",
4643,18+044.84,-7.773m,"1,117.084m",
4644,18+044.85,-6.888m,"1,116.348m",
4645,18+044.88,-4.207m,"1,115.930m",
4646,18+044.84,-2.630m,"1,115.447m",
4647,18+044.82,0.020m,"1,114.961m",
4648,18+044.78,2.822m,"1,114.836m",
4649,18+044.74,5.444m,"1,114.603m",
4650,18+044.65,7.633m,"1,114.232m",
4651,18+044.37,10.451m,"1,114.081m",
4652,18+044.33,12.698m,"1,113.839m",
4653,18+044.26,14.246m,"1,113.793m",
4654,18+039.98,-14.733m,"1,117.066m",
4655,18+039.90,-12.374m,"1,117.018m",
4656,18+039.97,-9.069m,"1,117.007m",
4657,18+039.98,-7.383m,"1,116.934m",
4658,18+040.03,-3.702m,"1,115.995m",
4659,18+040.00,0.143m,"1,115.255m",
4660,18+039.90,4.901m,"1,114.867m",
4661,18+039.99,8.585m,"1,114.347m",
4662,18+040.03,15.063m,"1,114.052m",
4663,18+040.05,17.789m,"1,113.985m",
4664,18+040.09,20.754m,"1,113.835m",
4665,18+047.56,18.317m,"1,112.893m",
4666,18+047.34,11.976m,"1,113.259m",
4667,18+048.07,5.543m,"1,113.495m",
4668,18+048.38,0.179m,"1,113.750m",
4669,18+048.70,-4.581m,"1,114.004m",
4670,18+048.76,-5.455m,"1,114.405m",
4671,18+048.87,-7.282m,"1,114.904m",
4672,18+048.82,-8.000m,"1,116.982m",
4673,18+048.87,-9.018m,"1,116.958m",
4674,18+048.89,-12.515m,"1,116.952m",
4675,18+048.93,-15.757m,"1,116.951m",
4676,18+050.56,17.341m,"1,113.877m",
4677,18+050.67,14.883m,"1,113.965m",
4678,18+050.63,11.462m,"1,114.127m",
4679,18+050.60,7.479m,"1,114.384m",
4680,18+050.87,1.789m,"1,114.865m",
4681,18+050.83,0.098m,"1,115.004m",
4682,18+050.88,-3.273m,"1,114.903m",
4683,18+051.03,-4.560m,"1,114.761m",
4684,18+051.14,-7.104m,"1,115.880m",
4685,18+051.00,-9.149m,"1,116.924m",
4686,18+051.09,-12.517m,"1,116.919m",
4687,18+051.14,-15.974m,"1,116.930m",
4688,18+060.09,-12.546m,"1,116.838m",
4689,18+060.05,-9.304m,"1,116.842m",
4690,18+059.90,-5.724m,"1,116.340m",
4691,18+060.01,0.082m,"1,115.263m",
4692,18+059.99,7.523m,"1,114.405m",
4693,18+059.94,11.976m,"1,114.065m",
4694,18+060.00,15.096m,"1,113.826m",
4695,18+059.88,18.765m,"1,113.780m",
4696,18+060.21,21.305m,"1,114.023m",
4697,18+060.16,25.802m,"1,113.557m",
4698,18+079.99,-15.868m,"1,116.561m",
4699,18+080.10,-12.449m,"1,116.577m",
4700,18+080.07,-9.208m,"1,116.520m",
4701,18+079.98,-7.118m,"1,116.333m",
4702,18+079.97,-2.693m,"1,114.621m",
4703,18+080.04,-0.032m,"1,114.562m",
4704,18+079.99,5.236m,"1,114.184m",
4705,18+080.00,9.049m,"1,113.986m",
4706,18+079.98,12.350m,"1,113.685m",
4707,18+080.00,15.109m,"1,113.561m",
4708,18+080.21,18.598m,"1,113.542m",
4709,18+080.01,21.919m,"1,113.598m",
4710,17+654.25,8.205m,"1,114.502m",
4711,17+654.47,4.962m,"1,114.882m",
4712,17+654.74,2.782m,"1,113.770m",
4713,17+654.65,0.041m,"1,113.857m",
4714,17+654.87,-4.149m,"1,114.144m",
4715,17+655.02,-8.240m,"1,114.653m",
4716,17+655.12,-12.395m,"1,115.010m",
4717,17+655.21,-14.215m,"1,115.094m",
4718,17+660.02,15.093m,"1,114.098m",
4719,17+660.07,11.876m,"1,114.065m",
4720,17+660.00,9.694m,"1,114.048m",
4721,17+660.10,6.873m,"1,114.240m",
4722,17+659.99,3.628m,"1,114.399m",
4723,17+660.07,-0.085m,"1,114.307m",
4724,17+660.03,-2.762m,"1,114.398m",
4725,17+660.11,-5.195m,"1,114.517m",
4726,17+660.13,-7.583m,"1,114.456m",
4727,17+660.01,-10.108m,"1,114.712m",
4728,17+660.09,-12.820m,"1,114.581m",
4729,17+660.05,-14.885m,"1,114.490m",
4730,17+679.97,14.991m,"1,114.349m",
4731,17+680.04,12.070m,"1,114.445m",
4732,17+680.02,9.091m,"1,114.511m",
4733,17+679.99,7.247m,"1,114.565m",
4734,17+680.03,5.240m,"1,114.647m",
4735,17+680.03,0.162m,"1,114.889m",
4736,17+679.99,-3.171m,"1,115.112m",
4737,17+680.03,-5.702m,"1,115.521m",
4738,17+679.97,-7.901m,"1,115.514m",
4739,17+680.06,-10.248m,"1,115.672m",
4740,17+680.06,-14.801m,"1,115.952m",
4741,17+699.91,14.980m,"1,114.533m",
4742,17+699.98,12.279m,"1,114.586m",
4743,17+700.05,9.620m,"1,114.639m",
4744,17+700.02,7.471m,"1,114.603m",
4745,17+700.11,4.159m,"1,114.850m",
4746,17+700.06,0.124m,"1,115.133m",
4747,17+700.05,-1.323m,"1,115.253m",
4748,17+700.06,-2.677m,"1,115.636m",
4749,17+700.02,-5.266m,"1,115.311m",
4750,17+700.03,-10.166m,"1,115.379m",
4751,17+700.11,-11.903m,"1,115.840m",
4752,17+700.02,-14.677m,"1,115.867m",
4753,17+719.94,14.967m,"1,114.748m",
4754,17+720.00,12.362m,"1,114.704m",
4755,17+720.10,9.154m,"1,114.900m",
4756,17+720.06,6.144m,"1,115.063m",
4757,17+719.96,4.512m,"1,115.173m",
4758,17+720.04,1.132m,"1,115.293m",
4759,17+720.10,0.087m,"1,115.720m",
4760,17+720.03,-2.428m,"1,115.460m",
4761,17+720.06,-8.710m,"1,115.573m",
4762,17+720.13,-10.089m,"1,115.964m",
4763,17+720.03,-14.722m,"1,115.971m",
4764,17+740.03,15.051m,"1,114.899m",
4765,17+739.98,12.095m,"1,114.987m",
4766,17+740.00,9.094m,"1,115.128m",
4767,17+740.12,7.057m,"1,115.190m",
4768,17+740.12,3.164m,"1,115.498m",
4769,17+740.10,0.045m,"1,115.566m",
4770,17+739.97,-3.038m,"1,115.423m",
4771,17+739.99,-4.480m,"1,115.452m",
4772,17+739.97,-6.599m,"1,115.634m",
4773,17+739.95,-8.437m,"1,115.884m",
4774,17+739.99,-11.601m,"1,115.945m",
4775,17+740.03,-14.710m,"1,116.125m",
4776,17+759.99,15.012m,"1,114.613m",
4777,17+760.02,11.778m,"1,114.861m",
4778,17+760.04,9.594m,"1,115.036m",
4779,17+760.01,8.757m,"1,115.028m",
4780,17+760.02,4.906m,"1,115.180m",
4781,17+760.06,3.382m,"1,115.554m",
4782,17+760.03,1.537m,"1,115.287m",
4783,17+759.99,-0.044m,"1,115.274m",
4784,17+760.00,-4.420m,"1,115.358m",
4785,17+760.01,-5.994m,"1,115.576m",
4786,17+760.09,-8.256m,"1,115.760m",
4787,17+760.05,-10.540m,"1,115.823m",
4788,17+760.03,-12.469m,"1,115.962m",
4789,17+759.97,-14.405m,"1,116.320m",
4790,17+779.97,15.007m,"1,114.735m",
4791,17+780.06,12.240m,"1,114.953m",
4792,17+779.99,10.671m,"1,115.031m",
4793,17+780.04,6.841m,"1,115.277m",
4794,17+780.03,4.281m,"1,115.326m",
4795,17+779.98,0.045m,"1,115.252m",
4796,17+780.03,-2.506m,"1,115.373m",
4797,17+780.03,-5.065m,"1,115.639m",
4798,17+780.05,-7.120m,"1,115.723m",
4799,17+779.90,-11.150m,"1,115.906m",
4800,17+779.90,-14.710m,"1,116.781m",
4801,17+800.01,14.498m,"1,114.778m",
4802,17+799.99,12.874m,"1,114.764m",
4803,17+800.01,10.470m,"1,114.855m",
4804,17+800.00,9.243m,"1,115.080m",
4805,17+800.00,6.661m,"1,115.194m",
4806,17+799.98,3.988m,"1,115.122m",
4807,17+800.07,0.151m,"1,115.329m",
4808,17+800.00,-2.749m,"1,115.443m",
4809,17+799.98,-4.154m,"1,115.508m",
4810,17+799.96,-9.409m,"1,115.868m",
4811,17+800.08,-10.876m,"1,116.073m",
4812,17+800.08,-15.167m,"1,117.567m",
4813,17+820.04,14.983m,"1,114.683m",
4814,17+820.04,12.369m,"1,114.858m",
4815,17+820.08,2.473m,"1,115.118m",
4816,17+820.07,0.247m,"1,115.613m",
4817,17+820.13,-1.745m,"1,115.695m",
4818,17+819.97,-4.332m,"1,115.601m",
4819,17+819.93,-7.064m,"1,115.575m",
4820,17+820.01,-8.516m,"1,115.724m",
4821,17+819.98,-9.175m,"1,115.796m",
4822,17+820.01,-12.338m,"1,116.845m",
4823,17+819.95,-15.034m,"1,117.846m",
4824,17+839.96,15.067m,"1,115.077m",
4825,17+840.07,11.975m,"1,115.017m",
4826,17+839.97,4.322m,"1,115.347m",
4827,17+840.17,0.257m,"1,115.876m",
4828,17+840.02,2.776m,"1,115.649m",
4829,17+840.07,-1.245m,"1,115.769m",
4830,17+521.93,-5.933m,"1,114.390m",
4831,17+521.93,-7.024m,"1,114.613m",
4832,17+521.88,-9.689m,"1,114.740m",
4833,17+521.94,-12.442m,"1,114.846m",
4834,17+521.93,-15.642m,"1,115.041m",
4835,17+521.84,-24.076m,"1,117.814m",
4836,17+521.91,-26.295m,"1,117.996m",
4837,17+521.94,-29.791m,"1,118.116m",
4838,17+539.95,15.064m,"1,113.698m",
4839,17+540.07,11.986m,"1,113.885m",
4840,17+540.02,10.080m,"1,114.092m",
4841,17+540.04,4.285m,"1,114.359m",
4842,17+540.01,0.026m,"1,114.460m",
4843,17+539.99,-2.562m,"1,114.512m",
4844,17+540.07,-6.613m,"1,114.729m",
4845,17+539.99,-7.969m,"1,114.778m",
4846,17+540.05,-11.127m,"1,114.915m",
4847,17+540.07,-15.050m,"1,115.150m",
4848,17+560.11,15.293m,"1,113.993m",
4849,17+560.04,11.785m,"1,114.043m",
4850,17+560.05,6.484m,"1,114.271m",
4851,17+559.98,0.101m,"1,114.565m",
4852,17+560.04,-3.250m,"1,114.687m",
4853,17+559.96,-7.017m,"1,114.832m",
4854,17+559.98,-9.321m,"1,114.882m",
4855,17+560.01,-12.931m,"1,115.156m",
4856,17+559.93,-14.840m,"1,115.186m",
4857,17+572.65,16.329m,"1,113.593m",
4858,17+572.54,11.189m,"1,113.767m",
4859,17+572.56,7.418m,"1,114.132m",
4860,17+572.50,4.084m,"1,114.330m",
4861,17+572.38,0.109m,"1,114.455m",
4862,17+572.19,-3.517m,"1,114.638m",
4863,17+572.09,-7.128m,"1,114.890m",
4864,17+572.10,-10.273m,"1,115.139m",
4865,17+572.00,-13.884m,"1,115.222m",
4866,17+580.27,-14.978m,"1,115.378m",
4867,17+579.91,-9.739m,"1,115.038m",
4868,17+580.08,-6.025m,"1,114.635m",
4869,17+600.02,-7.551m,"1,114.990m",
4870,17+600.12,-8.812m,"1,115.052m",
4871,17+599.98,-11.228m,"1,115.212m",
4872,17+600.05,-14.887m,"1,115.377m",
4873,17+620.07,15.053m,"1,113.988m",
4874,17+620.08,12.955m,"1,114.112m",
4875,17+620.08,10.957m,"1,114.191m",
4876,17+620.10,9.479m,"1,114.244m",
4877,17+620.03,7.470m,"1,114.354m",
4878,17+620.04,6.404m,"1,114.391m",
4879,17+620.02,4.886m,"1,114.469m",
4880,17+620.02,2.682m,"1,114.496m",
4881,17+620.03,0.065m,"1,114.582m",
4882,17+620.04,-1.462m,"1,114.666m",
4883,17+620.01,-3.174m,"1,114.742m",
4884,17+620.03,-6.124m,"1,114.959m",
4885,17+620.04,-7.477m,"1,115.102m",
4886,17+620.04,-13.392m,"1,115.334m",
4887,17+620.04,-12.772m,"1,115.334m",
4888,17+640.04,14.984m,"1,113.949m",
4889,17+639.95,11.948m,"1,114.085m",
4890,17+640.03,9.424m,"1,114.222m",
4891,17+640.08,7.332m,"1,114.331m",
4892,17+640.06,4.658m,"1,114.520m",
4893,17+640.06,2.864m,"1,114.534m",
4894,17+640.00,0.010m,"1,114.614m",
4895,17+640.02,-1.214m,"1,114.613m",
4896,17+640.02,-3.176m,"1,114.689m",
4897,17+640.05,-4.962m,"1,114.717m",
4898,17+640.01,-6.973m,"1,114.804m",
4899,17+640.00,-9.512m,"1,114.899m",
4900,17+640.00,-11.750m,"1,115.062m",
4901,17+639.97,-14.825m,"1,115.237m",
4902,17+645.07,17.587m,"1,113.794m",
4903,17+645.27,13.839m,"1,113.969m",
4904,17+645.36,9.792m,"1,114.149m",
4905,17+645.12,6.636m,"1,114.289m",
4906,17+645.39,3.789m,"1,114.394m",
4907,17+645.37,0.004m,"1,114.631m",
4908,17+645.35,-2.502m,"1,114.693m",
4909,17+645.39,-6.612m,"1,114.785m",
4910,17+645.60,-9.747m,"1,114.976m",
4911,17+645.77,-12.667m,"1,115.232m",
4912,17+654.04,19.462m,"1,113.080m",
4913,17+653.98,17.226m,"1,113.514m",
4914,17+654.04,15.901m,"1,114.048m",
4915,17+654.17,12.252m,"1,114.242m",
4916,17+125.70,-18.118m,"1,113.650m",
4917,17+125.67,-13.779m,0.000m,
4918,17+125.67,-9.708m,0.000m,
4919,17+125.70,-7.810m,"1,114.818m",
4920,17+125.67,0.050m,"1,114.961m",
4921,17+125.68,2.959m,"1,114.932m",
4922,17+125.67,5.890m,0.000m,
4923,17+125.67,12.000m,"1,112.527m",
4924,17+125.70,15.082m,"1,112.300m",
4925,17+125.73,17.446m,"1,112.217m",
4926,17+125.72,20.679m,"1,112.047m",
4927,17+125.79,23.680m,"1,111.796m",
4928,17+139.98,-14.899m,"1,114.018m",
4929,17+140.08,-12.668m,"1,114.143m",
4930,17+140.03,-10.368m,"1,114.783m",
4931,17+140.02,-7.851m,"1,114.972m",
4932,17+140.02,0.078m,"1,115.070m",
4933,17+139.96,2.933m,"1,115.020m",
4934,17+139.99,5.843m,"1,114.594m",
4935,17+140.03,12.098m,"1,112.878m",
4936,17+140.00,14.920m,"1,112.724m",
4937,17+139.97,17.679m,"1,112.656m",
4938,17+139.64,23.853m,"1,112.376m",
4939,17+139.75,20.005m,"1,112.608m",
4940,17+160.07,-14.637m,"1,114.545m",
4941,17+159.96,-13.216m,"1,114.607m",
4942,17+159.97,-10.217m,"1,115.057m",
4943,17+160.00,-7.827m,"1,115.156m",
4944,17+160.07,0.105m,"1,115.242m",
4945,17+160.00,2.914m,"1,115.189m",
4946,17+159.99,5.236m,"1,115.026m",
4947,17+159.97,12.458m,"1,113.292m",
4948,17+159.98,15.137m,"1,112.982m",
4949,17+159.94,18.208m,"1,112.879m",
4950,17+159.90,21.438m,"1,112.764m",
4951,17+159.63,24.447m,"1,112.249m",
4952,17+159.62,27.987m,"1,112.075m",
4953,17+180.00,-14.958m,"1,114.442m",
4954,17+180.04,-12.798m,"1,114.632m",
4955,17+180.01,-10.778m,"1,115.115m",
4956,17+179.99,-7.883m,"1,115.338m",
4957,17+180.00,0.016m,"1,115.424m",
4958,17+179.99,-4.032m,"1,115.368m",
4959,17+180.00,2.874m,"1,115.370m",
4960,17+180.00,6.362m,"1,114.868m",
4961,17+179.98,9.229m,"1,113.982m",
4962,17+179.99,13.488m,"1,113.191m",
4963,17+179.99,15.069m,"1,113.113m",
4964,17+180.11,17.658m,"1,113.157m",
4965,17+180.09,20.335m,"1,112.986m",
4966,17+180.04,23.117m,"1,112.910m",
4967,17+180.05,26.827m,"1,112.692m",
4968,17+199.98,-15.027m,"1,114.326m",
